"name","text"
"[10, PARA#16159, SENT#2]","46 : 8 Egypt riseth up like a flood , and his waters are moved like the rivers ; and he saith , I will go up , and will cover the earth ; I will destroy the city and the inhabitants thereof ."
"[10, PARA#16173, SENT#1]","46 : 22 The voice thereof shall go like a serpent ; for they shall march with an army , and come against her with axes , as hewers of wood ."
"[10, PARA#16214, SENT#1]","48 : 38 There shall be lamentation generally upon all the housetops of Moab , and in the streets thereof : for I have broken Moab like a vessel wherein is no pleasure , saith the LORD ."
"[10, PARA#16295, SENT#1]","50 : 42 They shall hold the bow and the lance : they are cruel , and will not shew mercy : their voice shall roar like the sea , and they shall ride upon horses , every one put in array , like a man to the battle , against thee , O daughter of Babylon ."
"[10, PARA#16327, SENT#1]","51 : 34 Nebuchadrezzar the king of Babylon hath devoured me , he hath crushed me , he hath made me an empty vessel , he hath swallowed me up like a dragon , he hath filled his belly with my delicates , he hath cast me out ."
"[10, PARA#16404, SENT#1]","2 : 3 He hath cut off in his fierce anger all the horn of Israel : he hath drawn back his right hand from before the enemy , and he burned against Jacob like a flaming fire , which devoureth round about ."
"[10, PARA#16417, SENT#1]","2 : 18 Their heart cried unto the LORD , O wall of the daughter of Zion , let tears run down like a river day and night : give thyself no rest ; let not the apple of thine eye cease ."
"[10, PARA#16466, SENT#1]","3 : 52 Mine enemies chased me sore , like a bird , without cause ."
"[10, PARA#16485, SENT#1]","4 : 7 Her Nazarites were purer than snow , they were whiter than milk , they were more ruddy in body than rubies , their polishing was of sapphire : 4 : 8 Their visage is blacker than a coal ; they are not known in the streets : their skin cleaveth to their bones ; it is withered , it is become like a stick ."
"[10, PARA#16936, SENT#1]","22 : 25 There is a conspiracy of her prophets in the midst thereof , like a roaring lion ravening the prey ; they have devoured souls ; they have taken the treasure and precious things ; they have made her many widows in the midst thereof ."
"[10, PARA#17125, SENT#1]","32 : 1 And it came to pass in the twelfth year , in the twelfth month , in the first day of the month , that the word of the LORD came unto me , saying , 32 : 2 Son of man , take up a lamentation for Pharaoh king of Egypt , and say unto him , Thou art like a young lion of the nations , and thou art as a whale in the seas : and thou camest forth with thy rivers , and troubledst the waters with thy feet , and fouledst their rivers ."
"[10, PARA#17239, SENT#1]","36 : 37 Thus saith the Lord GOD ; I will yet for this be enquired of by the house of Israel , to do it for them ; I will increase them with men like a flock ."
"[10, PARA#17265, SENT#1]","38 : 9 Thou shalt ascend and come like a storm , thou shalt be like a cloud to cover the land , thou , and all thy bands , and many people with thee ."
"[10, PARA#17386, SENT#1]","43 : 1 Afterward he brought me to the gate , even the gate that looketh toward the east : 43 : 2 And , behold , the glory of the God of Israel came from the way of the east : and his voice was like a noise of many waters : and the earth shined with his glory ."
"[10, PARA#17705, SENT#1]","7 : 4 The first was like a lion , and had eagle ' s wings : I beheld till the wings thereof were plucked , and it was lifted up from the earth , and made stand upon the feet as a man , and a man ' s heart was given to it ."
"[10, PARA#17707, SENT#1]","7 : 6 After this I beheld , and lo another , like a leopard , which had upon the back of it four wings of a fowl ; the beast had also four heads ; and dominion was given to it ."
"[10, PARA#17832, SENT#1]","11 : 40 And at the time of the end shall the king of the south push at him : and the king of the north shall come against him like a whirlwind , with chariots , and with horsemen , and with many ships ; and he shall enter into the countries , and shall overflow and pass over ."
"[10, PARA#17862, SENT#1]","2 : 2 Plead with your mother , plead : for she is not my wife , neither am I her husband : let her therefore put away her whoredoms out of her sight , and her adulteries from between her breasts ; 2 : 3 Lest I strip her naked , and set her as in the day that she was born , and make her as a wilderness , and set her like a dry land , and slay her with thirst ."
"[10, PARA#17968, SENT#1]","9 : 11 As for Ephraim , their glory shall fly away like a bird , from the birth , and from the womb , and from the conception ."
"[10, PARA#17997, SENT#1]","11 : 10 They shall walk after the LORD : he shall roar like a lion : when he shall roar , then the children shall tremble from the west ."
"[10, PARA#18018, SENT#1]","13 : 7 Therefore I will be unto them as a lion : as a leopard by the way will I observe them : 13 : 8 I will meet them as a bear that is bereaved of her whelps , and will rend the caul of their heart , and there will I devour them like a lion : the wild beast shall tear them ."
"[10, PARA#18033, SENT#2]","I have heard him , and observed him : I am like a green fir tree ."
"[10, PARA#18043, SENT#1]","1 : 8 Lament like a virgin girded with sackcloth for the husband of her youth ."
"[10, PARA#18060, SENT#1]","2 : 9 They shall run to and fro in the city ; they shall run upon the wall , they shall climb up upon the houses ; they shall enter in at the windows like a thief ."
"[10, PARA#18185, SENT#1]","9 : 5 And the Lord GOD of hosts is he that toucheth the land , and it shall melt , and all that dwell therein shall mourn : and it shall rise up wholly like a flood ; and shall be drowned , as by the flood of Egypt ."
"[10, PARA#18298, SENT#1]","4 : 10 Be in pain , and labour to bring forth , O daughter of Zion , like a woman in travail : for now shalt thou go forth out of the city , and thou shalt dwell in the field , and thou shalt go even to Babylon ; there shalt thou be delivered ; there the LORD shall redeem thee from the hand of thine enemies ."
"[10, PARA#18341, SENT#1]","7 : 17 They shall lick the dust like a serpent , they shall move out of their holes like worms of the earth : they shall be afraid of the LORD our God , and shall fear because of thee ."
"[10, PARA#18368, SENT#1]","2 : 8 But Nineveh is of old like a pool of water : yet they shall flee away ."
"[10, PARA#18459, SENT#1]","2 : 13 And he will stretch out his hand against the north , and destroy Assyria ; and will make Nineveh a desolation , and dry like a wilderness ."
"[10, PARA#18614, SENT#1]","10 : 7 And they of Ephraim shall be like a mighty man , and their heart shall rejoice as through wine : yea , their children shall see it , and be glad ; their heart shall rejoice in the LORD ."
"[10, PARA#18641, SENT#1]","12 : 6 In that day will I make the governors of Judah like an hearth of fire among the wood , and like a torch of fire in a sheaf ; and they shall devour all the people round about , on the right hand and on the left : and Jerusalem shall be inhabited again in her own place , even in Jerusalem ."
"[10, PARA#18761, SENT#1]","3 : 16 And Jesus , when he was baptized , went up straightway out of the water : and , lo , the heavens were opened unto him , and he saw the Spirit of God descending like a dove , and lighting upon him : 3 : 17 And lo a voice from heaven , saying , This is my beloved Son , in whom I am well pleased ."
"[10, PARA#19520, SENT#1]","1 : 10 And straightway coming up out of the water , he saw the heavens opened , and the Spirit like a dove descending upon him : 1 : 11 And there came a voice from heaven , saying , Thou art my beloved Son , in whom I am well pleased ."
"[10, PARA#20144, SENT#1]","3 : 21 Now when all the people were baptized , it came to pass , that Jesus also being baptized , and praying , the heaven was opened , 3 : 22 And the Holy Ghost descended in a bodily shape like a dove upon him , and a voice came from heaven , which said , Thou art my beloved Son ; in thee I am well pleased ."
"[10, PARA#20924, SENT#1]","1 : 32 And John bare record , saying , I saw the Spirit descending from heaven like a dove , and it abode upon him ."
"[10, PARA#21812, SENT#1]","8 : 32 The place of the scripture which he read was this , He was led as a sheep to the slaughter ; and like a lamb dumb before his shearer , so opened he not his mouth : 8 : 33 In his humiliation his judgment was taken away : and who shall declare his generation ?"
"[10, PARA#24336, SENT#1]","4 : 3 And he that sat was to look upon like a jasper and a sardine stone : and there was a rainbow round about the throne , in sight like unto an emerald ."
"[10, PARA#24340, SENT#1]","4 : 7 And the first beast was like a lion , and the second beast like a calf , and the third beast had a face as a man , and the fourth beast was like a flying eagle ."
"[10, PARA#24456, SENT#1]","13 : 11 And I beheld another beast coming up out of the earth ; and he had two horns like a lamb , and he spake as a dragon ."
"[10, PARA#24534, SENT#1]","18 : 21 And a mighty angel took up a stone like a great millstone , and cast it into the sea , saying , Thus with violence shall that great city Babylon be thrown down , and shall be found no more at all ."
"[10, PARA#24579, SENT#1]","21 : 10 And he carried me away in the spirit to a great and high mountain , and shewed me that great city , the holy Jerusalem , descending out of heaven from God , 21 : 11 Having the glory of God : and her light was like unto a stone most precious , even like a jasper stone , clear as crystal ; 21 : 12 And had a wall great and high , and had twelve gates , and at the gates twelve angels , and names written thereon , which are the names of the twelve tribes of the children of Israel : 21 : 13 On the east three gates ; on the north three gates ; on the south three gates ; and on the west three gates ."
"[10, PARA#545, SENT#1]","25 : 25 And the first came out red , all over like an hairy garment ; and they called his name Esau ."
"[10, PARA#14500, SENT#1]","14 : 19 But thou art cast out of thy grave like an abominable branch , and as the raiment of those that are slain , thrust through with a sword , that go down to the stones of the pit ; as a carcase trodden under feet ."
"[10, PARA#14530, SENT#1]","16 : 11 Wherefore my bowels shall sound like an harp for Moab , and mine inward parts for Kirharesh ."
"[10, PARA#15322, SENT#1]","66 : 14 And when ye see this , your heart shall rejoice , and your bones shall flourish like an herb : and the hand of the LORD shall be known toward his servants , and his indignation toward his enemies ."
"[10, PARA#16405, SENT#1]","2 : 4 He hath bent his bow like an enemy : he stood with his right hand as an adversary , and slew all that were pleasant to the eye in the tabernacle of the daughter of Zion : he poured out his fury like fire ."
"[10, PARA#16508, SENT#1]","5 : 10 Our skin was black like an oven because of the terrible famine ."
"[10, PARA#17935, SENT#1]","7 : 6 For they have made ready their heart like an oven , whiles they lie in wait : their baker sleepeth all the night ; in the morning it burneth as a flaming fire ."
"[10, PARA#1833, SENT#1]","26 : 4 And thou shalt make loops of blue upon the edge of the one curtain from the selvedge in the coupling ; and likewise shalt thou make in the uttermost edge of another curtain , in the coupling of the second ."
"[10, PARA#1873, SENT#1]","27 : 11 And likewise for the north side in length there shall be hangings of an hundred cubits long , and his twenty pillars and their twenty sockets of brass ; the hooks of the pillars and their fillets of silver ."
"[10, PARA#2102, SENT#1]","36 : 11 And he made loops of blue on the edge of one curtain from the selvedge in the coupling : likewise he made in the uttermost side of another curtain , in the coupling of the second ."
"[10, PARA#4047, SENT#2]","even so will I do likewise ."
"[10, PARA#4088, SENT#2]","And also unto thy maidservant thou shalt do likewise ."
"[10, PARA#4179, SENT#1]","22 : 3 In like manner shalt thou do with his ass ; and so shalt thou do with his raiment ; and with all lost thing of thy brother ' s , which he hath lost , and thou hast found , shalt thou do likewise : thou mayest not hide thyself ."
"[10, PARA#4891, SENT#1]","1 : 3 And Judah said unto Simeon his brother , Come up with me into my lot , that we may fight against the Canaanites ; and I likewise will go with thee into thy lot ."
"[10, PARA#5053, SENT#1]","7 : 5 So he brought down the people unto the water : and the LORD said unto Gideon , Every one that lappeth of the water with his tongue , as a dog lappeth , him shalt thou set by himself ; likewise every one that boweth down upon his knees to drink ."
"[10, PARA#5064, SENT#1]","7 : 17 And he said unto them , Look on me , and do likewise : and , behold , when I come to the outside of the camp , it shall be that , as I do , so shall ye do ."
"[10, PARA#5078, SENT#1]","8 : 8 And he went up thence to Penuel , and spake unto them likewise : and the men of Penuel answered him as the men of Succoth had answered him ."
"[10, PARA#5138, SENT#1]","9 : 49 And all the people likewise cut down every man his bough , and followed Abimelech , and put them to the hold , and set the hold on fire upon them ; so that all the men of the tower of Shechem died also , about a thousand men and women ."
"[10, PARA#5956, SENT#1]","19 : 21 And when it was told Saul , he sent other messengers , and they prophesied likewise ."
"[10, PARA#6193, SENT#1]","31 : 5 And when his armourbearer saw that Saul was dead , he fell likewise upon his sword , and died with him ."
"[10, PARA#6213, SENT#1]","1 : 11 Then David took hold on his clothes , and rent them ; and likewise all the men that were with him : 1 : 12 And they mourned , and wept , and fasted until even , for Saul , and for Jonathan his son , and for the people of the LORD , and for the house of Israel ; because they were fallen by the sword ."
"[10, PARA#6565, SENT#1]","17 : 5 Then said Absalom , Call now Hushai the Archite also , and let us hear likewise what he saith ."
"[10, PARA#7089, SENT#1]","11 : 8 And likewise did he for all his strange wives , which burnt incense and sacrificed unto their gods ."
"[10, PARA#8321, SENT#1]","10 : 5 And when his armourbearer saw that Saul was dead , he fell likewise on the sword , and died ."
"[10, PARA#8507, SENT#1]","19 : 15 And when the children of Ammon saw that the Syrians were fled , they likewise fled before Abishai his brother , and entered into the city ."
"[10, PARA#8588, SENT#1]","23 : 27 For by the last words of David the Levites were numbered from twenty years old and above : 23 : 28 Because their office was to wait on the sons of Aaron for the service of the house of the LORD , in the courts , and in the chambers , and in the purifying of all holy things , and the work of the service of the house of God ; 23 : 29 Both for the shewbread , and for the fine flour for meat offering , and for the unleavened cakes , and for that which is baked in the pan , and for that which is fried , and for all manner of measure and size ; 23 : 30 And to stand every morning to thank and praise the LORD , and likewise at even : 23 : 31 And to offer all burnt sacrifices unto the LORD in the sabbaths , in the new moons , and on the set feasts , by number , according to the order commanded unto them , continually before the LORD : 23 : 32 And that they should keep the charge of the tabernacle of the congregation , and the charge of the holy place , and the charge of the sons of Aaron their brethren , in the service of the house of the LORD ."
"[10, PARA#8608, SENT#1]","24 : 31 These likewise cast lots over against their brethren the sons of Aaron in the presence of David the king , and Zadok , and Ahimelech , and the chief of the fathers of the priests and Levites , even the principal fathers over against their younger brethren ."
"[10, PARA#8648, SENT#1]","27 : 4 And over the course of the second month was Dodai an Ahohite , and of his course was Mikloth also the ruler : in his course likewise were twenty and four thousand ."
"[10, PARA#8675, SENT#1]","28 : 16 And by weight he gave gold for the tables of shewbread , for every table ; and likewise silver for the tables of silver : 28 : 17 Also pure gold for the fleshhooks , and the bowls , and the cups : and for the golden basons he gave gold by weight for every bason ; and likewise silver by weight for every bason of silver : 28 : 18 And for the altar of incense refined gold by weight ; and gold for the pattern of the chariot of the cherubims , that spread out their wings , and covered the ark of the covenant of the LORD ."
"[10, PARA#8698, SENT#1]","29 : 24 And all the princes , and the mighty men , and all the sons likewise of king David , submitted themselves unto Solomon the king ."
"[10, PARA#8744, SENT#1]","3 : 11 And the wings of the cherubims were twenty cubits long : one wing of the one cherub was five cubits , reaching to the wall of the house : and the other wing was likewise five cubits , reaching to the wing of the other cherub ."
"[10, PARA#9225, SENT#1]","29 : 22 So they killed the bullocks , and the priests received the blood , and sprinkled it on the altar : likewise , when they had killed the rams , they sprinkled the blood upon the altar : they killed also the lambs , and they sprinkled the blood upon the altar ."
"[10, PARA#9692, SENT#2]","5 : 10 I likewise , and my brethren , and my servants , might exact of them money and corn : I pray you , let us leave off this usury ."
"[10, PARA#9956, SENT#2]","4 : 15 Then Esther bade them return Mordecai this answer , 4 : 16 Go , gather together all the Jews that are present in Shushan , and fast ye for me , and neither eat nor drink three days , night or day : I also and my maidens will fast likewise ; and so will I go in unto the king , which is not according to the law : and if I perish , I perish ."
"[10, PARA#10536, SENT#1]","31 : 38 If my land cry against me , or that the furrows likewise thereof complain ; 31 : 39 If I have eaten the fruits thereof without money , or have caused the owners thereof to lose their life : 31 : 40 Let thistles grow instead of wheat , and cockle instead of barley ."
"[10, PARA#10649, SENT#1]","37 : 6 For he saith to the snow , Be thou on the earth ; likewise to the small rain , and to the great rain of his strength ."
"[10, PARA#11470, SENT#1]","49 : 10 For he seeth that wise men die , likewise the fool and the brutish person perish , and leave their wealth to others ."
"[10, PARA#11527, SENT#1]","52 : 5 God shall likewise destroy thee for ever , he shall take thee away , and pluck thee out of thy dwelling place , and root thee out of the land of the living ."
"[10, PARA#14108, SENT#1]","7 : 21 Also take no heed unto all words that are spoken ; lest thou hear thy servant curse thee : 7 : 22 For oftentimes also thine own heart knoweth that thou thyself likewise hast cursed others ."
"[10, PARA#14752, SENT#1]","30 : 24 The oxen likewise and the young asses that ear the ground shall eat clean provender , which hath been winnowed with the shovel and with the fan ."
"[10, PARA#17312, SENT#1]","40 : 16 And there were narrow windows to the little chambers , and to their posts within the gate round about , and likewise to the arches : and windows were round about inward : and upon each post were palm trees ."
"[10, PARA#18357, SENT#1]","1 : 12 Thus saith the LORD ; Though they be quiet , and likewise many , yet thus shall they be cut down , when he shall pass through ."
"[10, PARA#19180, SENT#1]","18 : 35 So likewise shall my heavenly Father do also unto you , if ye from your hearts forgive not every one his brother their trespasses ."
"[10, PARA#19204, SENT#1]","20 : 5 Again he went out about the sixth and ninth hour , and did likewise ."
"[10, PARA#19208, SENT#1]","20 : 10 But when the first came , they supposed that they should have received more ; and they likewise received every man a penny ."
"[10, PARA#19244, SENT#1]","21 : 30 And he came to the second , and said likewise ."
"[10, PARA#19249, SENT#1]","21 : 36 Again , he sent other servants more than the first : and they did unto them likewise ."
"[10, PARA#19340, SENT#1]","24 : 32 Now learn a parable of the fig tree ; When his branch is yet tender , and putteth forth leaves , ye know that summer is nigh : 24 : 33 So likewise ye , when ye shall see all these things , know that it is near , even at the doors ."
"[10, PARA#19369, SENT#1]","25 : 17 And likewise he that had received two , he also gained other two ."
"[10, PARA#19604, SENT#1]","4 : 16 And these are they likewise which are sown on stony ground ; who , when they have heard the word , immediately receive it with gladness ; 4 : 17 And have no root in themselves , and so endure but for a time : afterward , when affliction or persecution ariseth for the word ' s sake , immediately they are offended ."
"[10, PARA#19880, SENT#1]","12 : 21 And the second took her , and died , neither left he any seed : and the third likewise ."
"[10, PARA#20119, SENT#1]","2 : 38 And she coming in that instant gave thanks likewise unto the Lord , and spake of him to all them that looked for redemption in Jerusalem ."
"[10, PARA#20138, SENT#2]","3 : 11 He answereth and saith unto them , He that hath two coats , let him impart to him that hath none ; and he that hath meat , let him do likewise ."
"[10, PARA#20140, SENT#1]","3 : 14 And the soldiers likewise demanded of him , saying , And what shall we do ?"
"[10, PARA#20208, SENT#1]","5 : 33 And they said unto him , Why do the disciples of John fast often , and make prayers , and likewise the disciples of the Pharisees ; but thine eat and drink ?"
"[10, PARA#20234, SENT#1]","6 : 31 And as ye would that men should do to you , do ye also to them likewise ."
"[10, PARA#20416, SENT#1]","10 : 32 And likewise a Levite , when he was at the place , came and looked on him , and passed by on the other side ."
"[10, PARA#20419, SENT#3]","Then said Jesus unto him , Go , and do thou likewise ."
"[10, PARA#20508, SENT#2]","13 : 3 I tell you , Nay : but , except ye repent , ye shall all likewise perish ."
"[10, PARA#20509, SENT#2]","13 : 5 I tell you , Nay : but , except ye repent , ye shall all likewise perish ."
"[10, PARA#20553, SENT#1]","14 : 33 So likewise , whosoever he be of you that forsaketh not all that he hath , he cannot be my disciple ."
"[10, PARA#20559, SENT#1]","15 : 7 I say unto you , that likewise joy shall be in heaven over one sinner that repenteth , more than over ninety and nine just persons , which need no repentance ."
"[10, PARA#20596, SENT#1]","16 : 25 But Abraham said , Son , remember that thou in thy lifetime receivedst thy good things , and likewise Lazarus evil things : but now he is comforted , and thou art tormented ."
"[10, PARA#20608, SENT#1]","17 : 10 So likewise ye , when ye shall have done all those things which are commanded you , say , We are unprofitable servants : we have done that which was our duty to do ."
"[10, PARA#20624, SENT#1]","17 : 31 In that day , he which shall be upon the housetop , and his stuff in the house , let him not come down to take it away : and he that is in the field , let him likewise not return back ."
"[10, PARA#20679, SENT#1]","19 : 19 And he said likewise to him , Be thou also over five cities ."
"[10, PARA#20750, SENT#1]","21 : 31 So likewise ye , when ye see these things come to pass , know ye that the kingdom of God is nigh at hand ."
"[10, PARA#20786, SENT#1]","22 : 36 Then said he unto them , But now , he that hath a purse , let him take it , and likewise his scrip : and he that hath no sword , let him sell his garment , and buy one ."
"[10, PARA#21046, SENT#1]","5 : 19 Then answered Jesus and said unto them , Verily , verily , I say unto you , The Son can do nothing of himself , but what he seeth the Father do : for what things soever he doeth , these also doeth the Son likewise ."
"[10, PARA#21079, SENT#1]","6 : 11 And Jesus took the loaves ; and when he had given thanks , he distributed to the disciples , and the disciples to them that were set down ; and likewise of the fishes as much as they would ."
"[10, PARA#21602, SENT#1]","21 : 13 Jesus then cometh , and taketh bread , and giveth them , and fish likewise ."
"[10, PARA#21676, SENT#1]","3 : 24 Yea , and all the prophets from Samuel and those that follow after , as many as have spoken , have likewise foretold of these days ."
"[10, PARA#22394, SENT#1]","1 : 26 For this cause God gave them up unto vile affections : for even their women did change the natural use into that which is against nature : 1 : 27 And likewise also the men , leaving the natural use of the woman , burned in their lust one toward another ; men with men working that which is unseemly , and receiving in themselves that recompence of their error which was meet ."
"[10, PARA#22759, SENT#1]","7 : 3 Let the husband render unto the wife due benevolence : and likewise also the wife unto the husband ."
"[10, PARA#22760, SENT#1]","7 : 4 The wife hath not power of her own body , but the husband : and likewise also the husband hath not power of his own body , but the wife ."
"[10, PARA#22776, SENT#1]","7 : 22 For he that is called in the Lord , being a servant , is the Lord ' s freeman : likewise also he that is called , being free , is Christ ' s servant ."
"[10, PARA#22904, SENT#4]","14 : 9 So likewise ye , except ye utter by the tongue words easy to be understood , how shall it be known what is spoken ?"
"[10, PARA#23201, SENT#1]","2 : 13 And the other Jews dissembled likewise with him ; insomuch that Barnabas also was carried away with their dissimulation ."
"[10, PARA#23484, SENT#1]","4 : 16 And when this epistle is read among you , cause that it be read also in the church of the Laodiceans ; and that ye likewise read the epistle from Laodicea ."
"[10, PARA#23728, SENT#1]","2 : 3 The aged women likewise , that they be in behaviour as becometh holiness , not false accusers , not given to much wine , teachers of good things ; 2 : 4 That they may teach the young women to be sober , to love their husbands , to love their children , 2 : 5 To be discreet , chaste , keepers at home , good , obedient to their own husbands , that the word of God be not blasphemed ."
"[10, PARA#23729, SENT#1]","2 : 6 Young men likewise exhort to be sober minded ."
"[10, PARA#23772, SENT#1]","2 : 14 Forasmuch then as the children are partakers of flesh and blood , he also himself likewise took part of the same ; that through death he might destroy him that had the power of death , that is , the devil ; 2 : 15 And deliver them who through fear of death were all their lifetime subject to bondage ."
"[10, PARA#24078, SENT#1]","4 : 1 Forasmuch then as Christ hath suffered for us in the flesh , arm yourselves likewise with the same mind : for he that hath suffered in the flesh hath ceased from sin ; 4 : 2 That he no longer should live the rest of his time in the flesh to the lusts of men , but to the will of God ."
"[10, PARA#24387, SENT#1]","8 : 12 And the fourth angel sounded , and the third part of the sun was smitten , and the third part of the moon , and the third part of the stars ; so as the third part of them was darkened , and the day shone not for a third part of it , and the night likewise ."
"[10, PARA#16481, SENT#1]","4 : 2 The precious sons of Zion , comparable to fine gold , how are they esteemed as earthen pitchers , the work of the hands of the potter !"
"[10, PARA#17376, SENT#1]","42 : 11 And the way before them was like the appearance of the chambers which were toward the north , as long as they , and as broad as they : and all their goings out were both according to their fashions , and according to their doors ."
"[10, PARA#1609, SENT#1]","16 : 31 And the house of Israel called the name thereof Manna : and it was like coriander seed , white ; and the taste of it was like wafers made with honey ."
"[10, PARA#1794, SENT#1]","24 : 17 And the sight of the glory of the LORD was like devouring fire on the top of the mount in the eyes of the children of Israel ."
"[10, PARA#5208, SENT#1]","13 : 6 Then the woman came and told her husband , saying , A man of God came unto me , and his countenance was like the countenance of an angel of God , very terrible : but I asked him not whence he was , neither told he me his name : 13 : 7 But he said unto me , Behold , thou shalt conceive , and bear a son ; and now drink no wine nor strong drink , neither eat any unclean thing : for the child shall be a Nazarite to God from the womb to the day of his death ."
"[10, PARA#6983, SENT#1]","7 : 33 And the work of the wheels was like the work of a chariot wheel : their axletrees , and their naves , and their felloes , and their spokes , were all molten ."
"[10, PARA#16525, SENT#1]","1 : 7 And their feet were straight feet ; and the sole of their feet was like the sole of a calf ' s foot : and they sparkled like the colour of burnished brass ."
"[10, PARA#16531, SENT#1]","1 : 13 As for the likeness of the living creatures , their appearance was like burning coals of fire , and like the appearance of lamps : it went up and down among the living creatures ; and the fire was bright , and out of the fire went forth lightning ."
"[10, PARA#16534, SENT#1]","1 : 16 The appearance of the wheels and their work was like unto the colour of a beryl : and they four had one likeness : and their appearance and their work was as it were a wheel in the middle of a wheel ."
"[10, PARA#17116, SENT#1]","31 : 8 The cedars in the garden of God could not hide him : the fir trees were not like his boughs , and the chestnut trees were not like his branches ; nor any tree in the garden of God was like unto him in his beauty ."
"[10, PARA#17299, SENT#1]","40 : 3 And he brought me thither , and , behold , there was a man , whose appearance was like the appearance of brass , with a line of flax in his hand , and a measuring reed ; and he stood in the gate ."
"[10, PARA#17710, SENT#1]","7 : 9 I beheld till the thrones were cast down , and the Ancient of days did sit , whose garment was white as snow , and the hair of his head like the pure wool : his throne was like the fiery flame , and his wheels as burning fire ."
"[10, PARA#17778, SENT#1]","10 : 4 And in the four and twentieth day of the first month , as I was by the side of the great river , which is Hiddekel ; 10 : 5 Then I lifted up mine eyes , and looked , and behold a certain man clothed in linen , whose loins were girded with fine gold of Uphaz : 10 : 6 His body also was like the beryl , and his face as the appearance of lightning , and his eyes as lamps of fire , and his arms and his feet like in colour to polished brass , and the voice of his words like the voice of a multitude ."
"[10, PARA#18104, SENT#1]","2 : 9 Yet destroyed I the Amorite before them , whose height was like the height of the cedars , and he was strong as the oaks ; yet I destroyed his fruit from above , and his roots from beneath ."
"[10, PARA#18214, SENT#1]","1 : 4 But the LORD sent out a great wind into the sea , and there was a mighty tempest in the sea , so that the ship was like to be broken ."
"[10, PARA#19497, SENT#1]","28 : 3 His countenance was like lightning , and his raiment white as snow : 28 : 4 And for fear of him the keepers did shake , and became as dead men ."
"[10, PARA#24448, SENT#1]","13 : 2 And the beast which I saw was like unto a leopard , and his feet were as the feet of a bear , and his mouth as the mouth of a lion : and the dragon gave him his power , and his seat , and great authority ."
